AggregationMethod,Date,Version,AirportName,PercentOfBaseline,City,State,Country
Daily,2020-07-13,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-07-25,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-08-20,1.0,Washington Dulles International ,69,Floris,Virginia,United States of America (the)
Daily,2020-04-30,1.0,Washington Dulles International ,45,Floris,Virginia,United States of America (the)
Daily,2020-05-07,1.0,Washington Dulles International ,51,Floris,Virginia,United States of America (the)
Daily,2020-10-15,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-11-08,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-11-10,1.0,Washington Dulles International ,76,Floris,Virginia,United States of America (the)
Daily,2020-11-28,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-03-16,1.0,Washington Dulles International ,89,Floris,Virginia,United States of America (the)
Daily,2020-05-21,1.0,Washington Dulles International ,47,Floris,Virginia,United States of America (the)
Daily,2020-06-20,1.0,Washington Dulles International ,41,Floris,Virginia,United States of America (the)
Daily,2020-09-17,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-09-19,1.0,Washington Dulles International ,54,Floris,Virginia,United States of America (the)
Daily,2020-10-24,1.0,Washington Dulles International ,48,Floris,Virginia,United States of America (the)
Daily,2020-03-22,1.0,Washington Dulles International ,68,Floris,Virginia,United States of America (the)
Daily,2020-06-10,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-08-12,1.0,Washington Dulles International ,59,Floris,Virginia,United States of America (the)
Daily,2020-04-17,1.0,Washington Dulles International ,52,Floris,Virginia,United States of America (the)
Daily,2020-06-08,1.0,Washington Dulles International ,59,Floris,Virginia,United States of America (the)
Daily,2020-10-21,1.0,Washington Dulles International ,72,Floris,Virginia,United States of America (the)
Daily,2020-04-09,1.0,Washington Dulles International ,48,Floris,Virginia,United States of America (the)
Daily,2020-07-10,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-08-10,1.0,Washington Dulles International ,61,Floris,Virginia,United States of America (the)
Daily,2020-09-07,1.0,Washington Dulles International ,17,Floris,Virginia,United States of America (the)
Daily,2020-03-20,1.0,Washington Dulles International ,75,Floris,Virginia,United States of America (the)
Daily,2020-05-03,1.0,Washington Dulles International ,36,Floris,Virginia,United States of America (the)
Daily,2020-06-09,1.0,Washington Dulles International ,58,Floris,Virginia,United States of America (the)
Daily,2020-07-01,1.0,Washington Dulles International ,51,Floris,Virginia,United States of America (the)
